" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C307F0,&registration=IGC-,1,&cn=,1
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30910,&registration=IGC-,2,&cn=,2
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30830,&registration=IGC-,3,&cn=,3
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C307F4,&registration=IGC-,4,&cn=,4
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30994,&registration=IGC-,5,&cn=,5
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C307D0,&registration=IGC-,6,&cn=,6
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",BF8308,&registration=IGC-,7,&cn=,7
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30934,&registration=IGC-,8,&cn=,8
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",BF9098,&registration=IGC-,9,&cn=,9
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30774,&registration=IGC-,10,&cn=,10
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30A50,&registration=IGC-,11,&cn=,11
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C3076C,&registration=IGC-,12,&cn=,12
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",BF82F8,&registration=IGC-,13,&cn=,13
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30A18,&registration=IGC-,14,&cn=,14
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C309A0,&registration=IGC-,15,&cn=,15
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C3088C,&registration=IGC-,16,&cn=,16
" wget ""http://DDB.glidernet.org/API/V1/?action=add&login=johndoe@acme.com&password=123456&device_id=&device_type=O&acftype=UFO&device_id=""",C30810,&registration=IGC-,17,&cn=,17
